Type,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Gender,Senior_Citizen,Partner,Dependents,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Year,Month,Day,dow
two year,yes,credit card,97.95,7114.25,male,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,no,2014,2,1,5
two year,no,credit card,55.5,2627.35,female,0,no,no,no,dsl,yes,yes,no,no,no,no,2016,2,1,0
month-to-month,yes,electronic check,78.3,909.25,female,0,no,yes,yes,fiber optic,yes,no,no,no,no,no,2019,1,1,1
two year,no,credit card,24.75,1859.1,male,0,yes,yes,yes,no,no,no,no,no,no,no,2014,2,1,5
month-to-month,yes,mailed check,19.6,55.25,female,0,yes,no,no,no,no,no,no,no,no,no,2019,11,1,4
one year,yes,credit card,20.25,814.75,female,0,yes,no,no,no,no,no,no,no,no,no,2016,12,1,3
one year,yes,credit card,81.15,4126.2,male,0,no,no,yes,dsl,yes,yes,yes,yes,yes,no,2015,11,1,6
one year,yes,mailed check,54.65,3134.7,male,0,no,no,no,dsl,no,yes,no,yes,no,no,2015,5,1,4
two year,yes,electronic check,99.35,6347.55,male,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,no,2014,9,1,0
one year,no,bank transfer,109.8,6109.65,female,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2015,6,1,0
month-to-month,no,electronic check,92.6,1579.7,female,0,yes,no,yes,fiber optic,no,no,no,no,yes,yes,2018,9,1,5
month-to-month,no,electronic check,75.6,402.5,female,0,no,no,yes,fiber optic,no,no,no,no,no,no,2019,9,1,6
two year,no,mailed check,26.1,692.55,female,0,yes,yes,yes,no,no,no,no,no,no,no,2017,9,1,4
one year,no,electronic check,100.25,4753.85,female,1,yes,no,yes,fiber optic,no,no,no,yes,yes,yes,2016,4,1,4
one year,yes,credit card,76.0,1783.6,female,0,no,no,yes,fiber optic,no,no,no,no,no,no,2018,4,1,6
one year,yes,electronic check,19.9,164.6,male,0,no,no,no,no,no,no,no,no,no,no,2019,5,1,2
two year,no,credit card,99.7,6330.4,male,0,yes,no,no,fiber optic,yes,no,yes,no,yes,yes,2014,11,1,5
month-to-month,yes,electronic check,95.7,4729.75,female,0,no,no,yes,fiber optic,no,no,no,no,yes,yes,2015,12,1,1
month-to-month,yes,electronic check,99.7,1566.75,male,0,no,no,yes,fiber optic,yes,no,no,no,yes,yes,2018,11,1,3
two year,yes,mailed check,19.6,1170.55,male,0,no,yes,no,no,no,no,no,no,no,no,2015,5,1,4
month-to-month,yes,bank transfer,75.4,1322.55,female,0,yes,no,yes,dsl,no,yes,no,no,yes,yes,2018,9,1,5
month-to-month,no,electronic check,59.45,357.6,male,0,no,no,no,dsl,no,yes,no,no,yes,no,2019,8,1,3
month-to-month,yes,credit card,73.25,131.05,male,0,no,no,yes,fiber optic,no,no,no,no,no,no,2019,11,1,4
one year,yes,mailed check,20.65,958.1,female,0,no,no,no,no,no,no,no,no,no,no,2016,8,1,0
one year,no,bank transfer,99.5,6841.45,male,0,yes,no,yes,fiber optic,no,no,yes,no,yes,yes,2014,5,1,3
month-to-month,yes,electronic check,79.7,497.6,male,1,no,no,no,fiber optic,no,no,no,no,yes,no,2019,8,1,3
month-to-month,yes,mailed check,20.5,77.6,male,0,yes,yes,no,no,no,no,no,no,no,no,2019,10,1,1
month-to-month,yes,credit card,89.3,4192.15,female,0,no,no,yes,fiber optic,no,no,yes,no,no,yes,2016,5,1,6
month-to-month,no,credit card,95.9,2234.95,male,0,yes,no,yes,fiber optic,yes,no,no,yes,yes,no,2018,4,1,6
two year,no,bank transfer,99.9,7251.7,female,0,yes,yes,yes,fiber optic,yes,yes,no,yes,yes,no,2014,2,1,5
two year,no,mailed check,96.6,6424.25,male,0,yes,no,yes,fiber optic,yes,yes,yes,yes,no,no,2014,8,1,4
month-to-month,yes,electronic check,95.1,2326.05,female,1,yes,no,no,fiber optic,yes,no,no,no,yes,yes,2018,3,1,3
one year,yes,credit card,94.95,5791.85,male,0,yes,yes,yes,fiber optic,yes,yes,no,no,yes,no,2014,12,1,0
two year,yes,credit card,95.2,6671.7,male,0,yes,yes,no,fiber optic,no,no,no,yes,yes,yes,2014,5,1,3
one year,no,mailed check,20.4,1226.45,male,0,yes,yes,no,no,no,no,no,no,no,no,2015,1,1,3
two year,yes,bank transfer,80.6,5460.2,female,0,yes,yes,yes,dsl,yes,no,no,yes,yes,yes,2014,4,1,1
one year,no,electronic check,84.4,4484.05,male,0,no,no,no,fiber optic,yes,no,yes,yes,no,no,2015,8,1,5
one year,no,credit card,68.1,2479.25,female,0,yes,no,yes,dsl,yes,no,yes,yes,no,no,2017,1,1,6
two year,no,mailed check,71.1,5224.95,female,0,yes,yes,yes,dsl,yes,yes,yes,yes,no,no,2014,3,1,5
one year,yes,electronic check,64.75,877.35,male,0,yes,yes,no,dsl,no,no,no,no,yes,yes,2019,1,1,1
two year,yes,credit card,104.15,7365.3,male,0,yes,no,yes,fiber optic,no,yes,no,yes,yes,yes,2014,3,1,5
month-to-month,yes,mailed check,50.8,202.3,male,0,no,no,no,dsl,no,no,no,yes,no,no,2019,10,1,1
month-to-month,no,mailed check,23.5,173.0,male,0,no,no,yes,no,no,no,no,no,no,no,2019,7,1,0
two year,yes,credit card,90.8,6302.85,male,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes,2014,6,1,6
month-to-month,yes,credit card,81.1,2619.25,male,1,no,no,yes,fiber optic,no,no,yes,no,no,no,2017,6,1,3
one year,no,mailed check,19.7,117.8,male,0,no,no,no,no,no,no,no,no,no,no,2019,10,1,1
month-to-month,yes,credit card,54.75,1406.9,female,0,no,no,no,dsl,no,yes,yes,no,no,no,2017,12,1,4
two year,no,bank transfer,20.4,609.1,male,0,no,no,no,no,no,no,no,no,no,no,2017,7,1,5
one year,no,credit card,95.75,6511.25,male,0,yes,yes,yes,fiber optic,no,yes,yes,no,yes,no,2014,5,1,3
one year,yes,electronic check,89.85,5844.65,female,0,no,no,yes,fiber optic,yes,yes,no,yes,no,no,2014,9,1,0
month-to-month,yes,electronic check,90.05,2627.2,female,1,yes,no,yes,fiber optic,no,yes,no,no,yes,no,2017,8,1,1
month-to-month,no,mailed check,20.25,186.15,female,0,no,no,no,no,no,no,no,no,no,no,2019,5,1,2
two year,yes,credit card,76.9,5522.7,male,0,no,yes,no,dsl,yes,yes,yes,yes,yes,no,2014,3,1,5
one year,yes,electronic check,98.0,5270.6,female,0,yes,no,yes,fiber optic,yes,no,no,no,yes,yes,2015,6,1,0
two year,no,credit card,25.55,1867.7,male,0,yes,yes,yes,no,no,no,no,no,no,no,2014,2,1,5
month-to-month,yes,bank transfer,25.55,507.4,female,0,yes,yes,yes,no,no,no,no,no,no,no,2018,6,1,4
two year,no,bank transfer,69.95,3871.85,female,0,yes,yes,no,dsl,yes,no,yes,yes,no,yes,2015,8,1,5
month-to-month,yes,mailed check,79.1,1783.75,female,0,no,no,no,fiber optic,no,yes,no,yes,no,no,2018,3,1,3
two year,no,bank transfer,24.9,1195.25,male,0,no,no,yes,no,no,no,no,no,no,no,2015,12,1,1
two year,yes,electronic check,109.65,7880.25,male,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2014,2,1,5
one year,no,electronic check,58.2,1045.25,female,0,no,no,no,dsl,no,yes,no,no,yes,no,2018,7,1,6
two year,yes,electronic check,110.5,7752.05,female,0,yes,no,yes,fiber optic,no,yes,yes,yes,yes,yes,2014,4,1,1
month-to-month,no,electronic check,93.35,5386.5,female,0,yes,no,yes,fiber optic,no,no,yes,yes,yes,no,2015,3,1,6
one year,yes,electronic check,55.25,1620.2,female,0,no,no,yes,dsl,no,yes,no,no,no,no,2017,9,1,4
two year,no,electronic check,109.25,7707.7,female,0,yes,no,yes,fiber optic,no,yes,yes,yes,yes,yes,2014,3,1,5
month-to-month,no,credit card,19.7,216.2,female,0,no,yes,no,no,no,no,no,no,no,no,2019,3,1,4
month-to-month,no,credit card,59.6,2970.3,male,0,yes,yes,no,dsl,yes,yes,no,yes,no,no,2016,1,1,4
two year,yes,electronic check,94.8,4690.65,male,0,yes,no,no,fiber optic,no,yes,no,no,yes,yes,2016,1,1,4
two year,no,mailed check,19.35,1099.6,male,0,no,no,no,no,no,no,no,no,no,no,2015,2,1,6
month-to-month,yes,bank transfer,80.5,896.9,male,0,yes,no,yes,fiber optic,no,yes,no,no,no,no,2019,2,1,4
one year,yes,credit card,69.35,4653.25,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,no,no,2014,7,1,1
one year,yes,credit card,110.0,7138.65,male,0,no,no,yes,fiber optic,yes,no,yes,yes,yes,yes,2014,9,1,0
two year,no,credit card,78.9,3771.5,male,0,no,no,no,dsl,no,yes,yes,yes,yes,yes,2016,2,1,0
two year,yes,credit card,86.4,6172.0,male,0,no,no,yes,fiber optic,no,no,yes,yes,no,no,2014,3,1,5
month-to-month,yes,electronic check,73.8,704.3,male,0,no,no,no,fiber optic,no,no,yes,no,no,no,2019,5,1,2
two year,no,credit card,20.55,1070.25,female,0,yes,yes,no,no,no,no,no,no,no,no,2015,12,1,1
one year,yes,electronic check,104.3,6613.65,female,0,yes,no,no,fiber optic,yes,no,yes,yes,yes,yes,2014,12,1,0
one year,yes,mailed check,81.15,2545.75,female,0,yes,yes,no,dsl,yes,no,yes,yes,yes,yes,2017,7,1,5
two year,no,mailed check,19.9,1363.45,male,0,yes,no,no,no,no,no,no,no,no,no,2014,5,1,3
two year,no,credit card,19.85,1049.6,female,0,no,no,no,no,no,no,no,no,no,no,2015,9,1,1
month-to-month,yes,electronic check,94.75,422.4,male,1,no,no,no,fiber optic,no,no,yes,no,yes,yes,2019,10,1,1
one year,yes,bank transfer,88.8,5903.15,male,0,no,no,yes,dsl,yes,yes,yes,yes,yes,yes,2014,7,1,1
month-to-month,yes,bank transfer,104.1,5645.8,female,0,yes,yes,yes,fiber optic,yes,yes,no,no,yes,yes,2015,8,1,5
month-to-month,yes,electronic check,80.5,232.35,female,0,no,no,no,fiber optic,no,no,no,no,yes,no,2019,11,1,4
month-to-month,yes,electronic check,74.9,74.9,male,0,no,no,yes,fiber optic,no,no,no,no,no,no,2019,12,1,6
month-to-month,yes,credit card,73.55,2094.65,female,1,no,no,no,fiber optic,yes,no,no,no,no,no,2017,7,1,5
one year,yes,electronic check,108.3,4586.15,male,0,yes,no,yes,fiber optic,no,no,yes,yes,yes,yes,2016,8,1,0
two year,no,credit card,87.25,6328.7,female,0,yes,yes,no,dsl,yes,yes,yes,yes,yes,yes,2014,3,1,5
month-to-month,yes,mailed check,63.15,816.8,female,0,yes,yes,no,dsl,yes,no,yes,no,no,yes,2019,1,1,1
month-to-month,no,credit card,68.15,2656.3,female,0,no,no,yes,dsl,no,yes,no,yes,no,yes,2016,12,1,3
two year,no,credit card,19.5,96.85,male,0,yes,yes,no,no,no,no,no,no,no,no,2019,10,1,1
two year,yes,bank transfer,89.05,6185.8,female,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,6,1,6
two year,no,bank transfer,25.3,1554.9,female,0,yes,no,yes,no,no,no,no,no,no,no,2015,1,1,3
two year,no,mailed check,64.25,1024.0,male,0,yes,yes,no,dsl,yes,no,yes,no,yes,no,2018,10,1,0
two year,no,mailed check,65.65,3047.15,male,0,yes,no,no,dsl,yes,yes,yes,yes,no,no,2016,4,1,4
two year,yes,credit card,104.1,7447.7,male,1,yes,yes,no,fiber optic,yes,no,yes,yes,yes,yes,2014,2,1,5
month-to-month,no,mailed check,19.95,107.05,male,0,no,no,no,no,no,no,no,no,no,no,2019,9,1,6
month-to-month,yes,electronic check,106.15,6411.25,female,0,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes,2015,2,1,6
one year,no,mailed check,99.1,3877.95,female,1,yes,no,no,fiber optic,yes,yes,no,no,yes,yes,2016,11,1,1
two year,yes,credit card,73.0,5265.2,female,0,no,no,no,dsl,yes,yes,yes,yes,no,yes,2014,2,1,5
one year,no,bank transfer,56.15,3487.95,male,0,no,yes,no,dsl,yes,yes,no,no,no,no,2014,12,1,0
month-to-month,no,mailed check,20.7,57.5,male,0,no,no,no,no,no,no,no,no,no,no,2019,11,1,4
month-to-month,yes,mailed check,55.3,238.5,male,0,no,no,no,dsl,no,no,no,no,no,yes,2019,10,1,1
two year,no,bank transfer,24.95,1288.0,female,0,no,no,yes,no,no,no,no,no,no,no,2015,11,1,6
month-to-month,yes,bank transfer,83.8,163.7,female,1,no,no,no,fiber optic,no,yes,no,no,yes,no,2019,12,1,6
one year,yes,bank transfer,104.55,6779.05,female,0,no,no,yes,fiber optic,yes,yes,yes,yes,yes,no,2014,8,1,4
two year,yes,mailed check,89.4,6376.55,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
month-to-month,yes,electronic check,89.4,1539.45,male,0,yes,yes,no,fiber optic,yes,no,yes,no,yes,no,2018,8,1,2
one year,no,credit card,55.65,2688.85,female,0,no,no,no,dsl,no,no,no,no,no,yes,2016,4,1,4
month-to-month,yes,bank transfer,79.5,795.65,male,0,no,no,no,fiber optic,yes,no,yes,no,no,no,2019,3,1,4
two year,yes,credit card,83.25,4089.45,male,0,yes,no,no,dsl,yes,yes,yes,yes,yes,yes,2015,11,1,6
two year,no,mailed check,81.0,4985.9,female,0,yes,no,no,dsl,yes,no,yes,yes,yes,yes,2014,12,1,0
one year,yes,electronic check,20.75,485.2,male,1,yes,no,no,no,no,no,no,no,no,no,2018,3,1,3
one year,yes,bank transfer,82.85,2320.8,female,0,yes,yes,no,fiber optic,yes,no,no,no,no,yes,2017,10,1,6
two year,no,mailed check,19.25,855.1,male,0,yes,no,no,no,no,no,no,no,no,no,2016,2,1,0
one year,yes,credit card,105.95,6975.25,female,1,yes,no,yes,fiber optic,no,no,yes,yes,yes,yes,2014,7,1,1
two year,no,credit card,78.6,1846.65,female,0,yes,yes,yes,dsl,yes,no,yes,no,yes,yes,2018,2,1,3
month-to-month,no,mailed check,69.6,1394.55,male,0,no,no,yes,dsl,no,no,no,no,yes,yes,2018,7,1,6
month-to-month,yes,electronic check,82.75,417.75,female,0,no,no,yes,fiber optic,no,no,yes,yes,no,no,2019,9,1,6
two year,yes,credit card,92.7,5968.4,male,1,yes,no,yes,fiber optic,yes,yes,no,no,yes,no,2014,9,1,0
two year,yes,credit card,84.1,6129.65,female,1,yes,no,yes,dsl,yes,yes,yes,no,yes,yes,2014,2,1,5
month-to-month,yes,mailed check,68.95,593.85,male,0,yes,no,no,dsl,yes,yes,no,yes,yes,no,2019,5,1,2
two year,no,electronic check,80.7,5617.95,female,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,no,2014,4,1,1
one year,no,credit card,64.5,1929.95,male,0,no,yes,no,dsl,no,yes,yes,no,yes,no,2017,8,1,1
two year,yes,bank transfer,114.7,7849.85,male,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,6,1,6
one year,no,mailed check,20.95,683.25,female,0,no,no,no,no,no,no,no,no,no,no,2017,7,1,5
month-to-month,no,electronic check,80.7,374.8,female,1,no,no,no,fiber optic,yes,yes,no,no,no,no,2019,9,1,6
one year,yes,bank transfer,54.95,1916.0,female,0,yes,yes,no,dsl,yes,no,no,yes,no,no,2017,3,1,2
two year,no,bank transfer,87.95,6365.35,female,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes,2014,3,1,5
two year,no,bank transfer,100.5,7030.65,female,0,yes,yes,yes,fiber optic,yes,yes,yes,no,yes,no,2014,3,1,5
two year,no,bank transfer,69.85,4003.0,female,1,no,no,no,dsl,yes,no,yes,yes,yes,no,2015,5,1,4
one year,yes,bank transfer,106.6,7244.7,female,0,no,yes,yes,fiber optic,no,yes,no,yes,yes,yes,2014,7,1,1
month-to-month,no,electronic check,20.15,91.4,female,0,yes,no,no,no,no,no,no,no,no,no,2019,10,1,1
month-to-month,no,electronic check,84.9,1398.25,male,0,yes,yes,yes,dsl,yes,yes,no,yes,yes,yes,2018,10,1,0
month-to-month,no,electronic check,54.25,1221.55,female,0,yes,no,no,dsl,no,no,yes,yes,no,no,2018,3,1,3
month-to-month,no,mailed check,20.5,255.5,male,0,yes,yes,no,no,no,no,no,no,no,no,2019,2,1,4
month-to-month,no,bank transfer,76.5,1155.6,female,0,yes,yes,no,dsl,no,yes,yes,yes,yes,yes,2018,11,1,3
one year,no,mailed check,70.5,2201.75,male,0,yes,no,no,dsl,yes,yes,no,yes,no,yes,2017,6,1,3
one year,no,credit card,19.9,510.8,male,0,no,no,no,no,no,no,no,no,no,no,2018,1,1,0
two year,no,credit card,19.45,754.5,male,0,yes,yes,no,no,no,no,no,no,no,no,2017,2,1,2
two year,no,bank transfer,85.3,6129.2,female,0,yes,yes,no,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
one year,no,credit card,112.2,5031.85,male,0,no,no,no,fiber optic,yes,yes,yes,yes,yes,yes,2016,5,1,6
month-to-month,no,bank transfer,100.55,2878.75,female,0,no,no,yes,fiber optic,no,no,yes,no,yes,yes,2017,9,1,4
month-to-month,yes,credit card,51.3,411.6,male,0,yes,yes,no,dsl,yes,no,no,no,no,no,2019,6,1,5
two year,no,mailed check,24.55,1657.4,male,0,no,no,yes,no,no,no,no,no,no,no,2014,6,1,6
two year,no,bank transfer,26.0,1638.7,female,0,no,yes,yes,no,no,no,no,no,no,no,2014,12,1,0
one year,yes,electronic check,90.7,2835.5,female,1,yes,no,yes,fiber optic,no,no,yes,no,yes,no,2017,7,1,5
month-to-month,no,mailed check,20.65,109.3,male,0,no,no,no,no,no,no,no,no,no,no,2019,8,1,3
month-to-month,yes,bank transfer,80.0,624.6,female,0,no,no,no,fiber optic,no,no,no,no,yes,no,2019,6,1,5
month-to-month,yes,electronic check,105.0,294.45,male,1,no,no,yes,fiber optic,no,yes,yes,no,yes,yes,2019,10,1,1
month-to-month,no,mailed check,50.7,350.35,female,0,yes,yes,no,dsl,yes,no,no,no,no,no,2019,7,1,0
one year,no,bank transfer,101.35,7110.75,male,0,no,no,yes,fiber optic,yes,yes,yes,no,yes,no,2014,6,1,6
month-to-month,no,bank transfer,59.45,780.85,female,0,yes,yes,no,dsl,yes,yes,no,yes,no,no,2018,12,1,5
two year,no,electronic check,58.6,3068.6,male,0,yes,no,no,dsl,yes,yes,yes,no,no,no,2015,7,1,2
month-to-month,yes,bank transfer,19.55,543.8,female,0,yes,yes,no,no,no,no,no,no,no,no,2017,10,1,6
month-to-month,no,credit card,66.4,831.75,male,0,no,yes,no,dsl,no,no,no,no,yes,yes,2019,1,1,1
month-to-month,yes,electronic check,90.45,2117.25,male,1,yes,no,no,fiber optic,no,no,no,no,yes,yes,2018,3,1,3
one year,no,mailed check,18.8,294.95,male,0,yes,no,no,no,no,no,no,no,no,no,2018,11,1,3
month-to-month,no,mailed check,26.45,911.6,female,0,yes,yes,yes,no,no,no,no,no,no,no,2017,1,1,6
one year,no,credit card,24.8,615.35,female,0,no,no,yes,no,no,no,no,no,no,no,2018,3,1,3
month-to-month,yes,electronic check,73.55,73.55,male,1,yes,no,yes,fiber optic,no,no,no,no,no,no,2019,12,1,6
two year,no,credit card,81.0,3084.9,male,0,yes,yes,no,dsl,yes,no,yes,yes,yes,yes,2016,12,1,3
two year,no,mailed check,25.25,566.5,male,0,no,no,yes,no,no,no,no,no,no,no,2018,4,1,6
two year,yes,mailed check,19.4,1110.35,male,0,yes,yes,no,no,no,no,no,no,no,no,2015,9,1,1
month-to-month,yes,electronic check,45.4,80.95,female,0,no,no,no,dsl,no,no,no,no,no,no,2019,12,1,6
two year,yes,bank transfer,108.3,7679.65,female,0,yes,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,2014,2,1,5
month-to-month,yes,electronic check,94.55,3365.4,male,1,yes,no,yes,fiber optic,yes,yes,no,no,no,yes,2017,3,1,2
one year,yes,credit card,20.8,469.65,male,0,yes,yes,no,no,no,no,no,no,no,no,2018,2,1,3
month-to-month,yes,credit card,79.0,2576.8,male,0,no,no,no,fiber optic,no,yes,yes,no,no,no,2017,5,1,0
one year,yes,mailed check,57.75,1282.85,female,0,yes,yes,no,dsl,yes,yes,no,yes,no,no,2018,3,1,3
month-to-month,yes,electronic check,99.7,2967.35,female,1,no,no,yes,fiber optic,no,yes,no,no,yes,yes,2017,7,1,5
one year,yes,mailed check,23.95,1216.35,male,0,yes,yes,yes,no,no,no,no,no,no,no,2015,11,1,6
month-to-month,yes,mailed check,21.25,204.55,male,1,yes,no,no,no,no,no,no,no,no,no,2019,5,1,2
month-to-month,yes,bank transfer,80.9,1152.8,female,0,yes,yes,no,fiber optic,no,no,no,no,no,yes,2018,12,1,5
two year,no,credit card,20.05,679.0,male,0,yes,no,no,no,no,no,no,no,no,no,2017,4,1,5
one year,yes,bank transfer,24.9,847.8,male,1,no,no,yes,no,no,no,no,no,no,no,2017,5,1,0
two year,no,electronic check,76.05,5436.45,female,0,yes,yes,no,fiber optic,no,no,yes,no,no,no,2014,3,1,5
month-to-month,no,electronic check,69.65,1043.3,male,1,no,no,no,fiber optic,no,no,no,no,no,no,2018,10,1,0
month-to-month,yes,electronic check,98.65,2537.0,male,0,no,no,no,fiber optic,no,no,yes,yes,yes,yes,2017,12,1,4
one year,yes,electronic check,97.95,4917.9,male,0,yes,yes,yes,fiber optic,no,no,no,yes,yes,yes,2016,1,1,4
month-to-month,yes,bank transfer,85.7,3778.1,female,1,no,no,no,fiber optic,yes,yes,no,yes,no,no,2016,5,1,6
one year,no,mailed check,20.6,690.25,male,0,yes,yes,no,no,no,no,no,no,no,no,2017,5,1,0
two year,yes,credit card,95.2,4285.8,female,0,yes,no,no,fiber optic,no,no,no,yes,yes,yes,2016,5,1,6
month-to-month,yes,credit card,74.8,3548.3,female,0,no,no,no,fiber optic,no,no,yes,no,no,no,2016,4,1,4
one year,yes,electronic check,79.15,2531.4,female,0,yes,yes,yes,dsl,no,no,yes,yes,yes,yes,2017,5,1,0
month-to-month,yes,credit card,69.5,1752.65,female,1,yes,no,yes,dsl,yes,no,no,yes,yes,no,2018,1,1,0
month-to-month,yes,credit card,93.4,2979.3,male,0,no,no,no,fiber optic,yes,yes,yes,no,no,yes,2017,6,1,3
two year,no,credit card,19.55,1086.75,male,0,yes,yes,no,no,no,no,no,no,no,no,2015,11,1,6
month-to-month,yes,electronic check,94.65,1285.05,female,1,yes,no,no,fiber optic,no,yes,no,no,yes,yes,2018,11,1,3
month-to-month,yes,electronic check,88.05,4367.35,female,1,yes,no,yes,fiber optic,no,yes,no,no,yes,no,2015,11,1,6
two year,yes,bank transfer,108.1,5067.45,male,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes,2016,2,1,0
one year,no,mailed check,56.2,1567.55,male,0,no,yes,no,dsl,yes,yes,no,no,no,no,2017,11,1,2
two year,no,electronic check,20.35,1354.4,male,0,yes,yes,no,no,no,no,no,no,no,no,2014,2,1,5
two year,yes,credit card,76.95,5289.8,male,0,yes,no,yes,dsl,yes,no,no,yes,yes,yes,2014,4,1,1
one year,no,credit card,55.2,864.55,male,0,no,yes,no,dsl,no,no,yes,yes,no,no,2018,11,1,3
month-to-month,yes,bank transfer,106.65,1672.1,male,0,no,no,yes,fiber optic,yes,yes,yes,yes,yes,no,2018,9,1,5
month-to-month,yes,credit card,73.95,2524.45,female,0,no,no,no,fiber optic,no,yes,no,no,no,no,2017,3,1,2
one year,yes,mailed check,74.65,966.25,female,0,no,no,no,fiber optic,no,yes,no,no,no,no,2019,1,1,1
month-to-month,yes,electronic check,55.0,340.4,female,0,no,no,no,dsl,no,no,no,no,no,yes,2019,8,1,3
two year,yes,bank transfer,104.4,4904.2,female,0,no,no,no,fiber optic,no,yes,yes,yes,yes,yes,2016,4,1,4
two year,yes,mailed check,61.05,2018.4,male,0,yes,no,no,dsl,yes,yes,no,yes,no,no,2017,5,1,0
month-to-month,yes,electronic check,50.5,50.5,male,0,no,no,no,dsl,no,no,yes,no,no,no,2019,12,1,6
two year,yes,mailed check,25.1,789.55,female,0,yes,yes,yes,no,no,no,no,no,no,no,2017,8,1,1
two year,no,bank transfer,109.2,7878.3,male,0,no,no,yes,fiber optic,no,yes,yes,yes,yes,yes,2014,2,1,5
month-to-month,yes,bank transfer,69.45,1614.05,female,0,yes,no,no,dsl,no,yes,no,no,yes,yes,2018,2,1,3
two year,no,bank transfer,25.0,1501.75,male,1,yes,no,yes,no,no,no,no,no,no,no,2015,1,1,3
two year,yes,credit card,104.3,6725.3,female,0,yes,yes,yes,fiber optic,yes,no,yes,no,yes,yes,2014,9,1,0
one year,no,credit card,81.85,1810.85,female,0,yes,yes,yes,fiber optic,yes,no,no,no,no,no,2018,3,1,3
two year,no,mailed check,20.85,892.15,female,0,yes,yes,no,no,no,no,no,no,no,no,2016,5,1,6
month-to-month,no,bank transfer,60.45,1440.75,male,0,no,no,no,dsl,yes,yes,no,yes,no,no,2018,2,1,3
month-to-month,yes,mailed check,60.6,1156.35,female,0,no,no,yes,dsl,yes,no,yes,no,no,no,2018,8,1,2
two year,no,credit card,20.0,1209.25,female,0,yes,yes,no,no,no,no,no,no,no,no,2014,11,1,5
month-to-month,no,mailed check,20.35,92.75,male,0,no,no,no,no,no,no,no,no,no,no,2019,9,1,6
two year,no,mailed check,20.75,1185.95,male,0,yes,no,no,no,no,no,no,no,no,no,2015,4,1,2
two year,no,bank transfer,65.55,4361.55,male,0,no,no,no,dsl,yes,no,yes,no,no,yes,2014,7,1,1
month-to-month,yes,electronic check,51.25,612.1,female,0,yes,no,no,dsl,no,yes,no,no,no,no,2019,2,1,4
month-to-month,yes,bank transfer,99.45,5623.7,female,0,no,no,yes,fiber optic,yes,yes,yes,no,no,yes,2015,3,1,6
month-to-month,yes,mailed check,55.7,55.7,male,0,no,no,no,dsl,no,no,no,no,no,yes,2019,12,1,6
month-to-month,no,mailed check,50.95,123.05,female,0,no,no,no,dsl,yes,no,no,no,no,no,2019,12,1,6
month-to-month,yes,electronic check,83.25,308.05,female,1,yes,no,yes,fiber optic,no,no,no,no,yes,no,2019,10,1,1
two year,yes,credit card,85.45,6227.5,male,0,yes,no,yes,dsl,no,yes,yes,yes,yes,yes,2014,2,1,5
month-to-month,no,bank transfer,83.2,2032.3,female,0,no,no,no,fiber optic,no,yes,yes,yes,no,no,2018,3,1,3
month-to-month,no,credit card,96.6,2684.35,male,0,yes,no,yes,fiber optic,no,yes,yes,no,yes,no,2017,10,1,6
month-to-month,yes,credit card,70.0,2416.1,female,0,no,no,no,fiber optic,no,no,no,no,no,no,2017,3,1,2
